longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,,median_house_value
-120.35,36.16,18,1519,296,846,272,2.7792,INLAND,85728,,85300
-117.08,33.12,37,1060,268,823,229,1.8363,<1H OCEAN,131865,,145500
-118.39,34.03,25,3442,1050,1890,914,3.0574,<1H OCEAN,299028,,319400
-121.3,37.98,47,2373,461,990,444,4.175,INLAND,128104.98,,98300
-119.85,34.4,14,2307,650,5723,615,2.1652,NEAR OCEAN,87044,,37500
-117.64,33.45,26,1528,,607,218,6.2871,NEAR OCEAN,332075.05,,325500
-117.73,34.07,33,1921,489,1430,467,2.3406,INLAND,117547,,122600
-118.31,33.87,27,3348,695,1545,625,4.7543,<1H OCEAN,284493,,296300
-118.1,34.06,36,1463,369,1492,366,3.25,<1H OCEAN,182022,,179200
-121.97,37.77,13,7241,1007,3221,947,7.2216,<1H OCEAN,329343.01,,324600
-122.08,37.4,52,766,203,448,196,2.5208,NEAR BAY,277548,,316700
-121.92,37.72,4,7477,1576,2937,1506,5.1437,<1H OCEAN,278672,,299400
-117.8,33.69,13,1161,289,630,296,3.3438,<1H OCEAN,281284,,333300
-117.89,33.74,32,1562,365,2145,347,2.9167,<1H OCEAN,158859,,158400
-118.09,34.12,45,2966,415,1231,409,7.8347,<1H OCEAN,491779.79,,500001
-117.26,33.02,9,4632,759,1724,685,6.3712,NEAR OCEAN,366026.01,,369800
-118.06,33.82,24,3983,675,1568,638,4.6458,<1H OCEAN,234785,,213400
-117.59,33.41,17,2248,448,878,423,5.1298,NEAR OCEAN,269538.02,,246000
-117.39,33.98,37,2337,452,948,437,3.145,INLAND,149129,,169100
-118.54,34.25,26,2639,378,1191,401,6.2788,<1H OCEAN,319458,,322200
-122.23,38.12,49,2715,435,1006,429,4.2308,NEAR BAY,204010.03,,145800
-118.11,33.89,35,1139,197,772,233,4.375,<1H OCEAN,196347,,204700
-122.32,37.95,37,1887,353,895,359,4.45,NEAR BAY,194006,,196600
-121.02,37.61,33,1469,370,1318,349,1.7104,INLAND,64780,,59000
-116.31,33.65,8,3079,558,1572,474,4.5938,INLAND,129030,,102600
-117.24,34.15,23,3847,608,1621,630,4.6111,INLAND,136826,,128400
-122.1,37.66,35,686,142,480,149,3.875,NEAR BAY,169033,,162100
-118.45,34.03,41,2083,528,993,481,4.0231,<1H OCEAN,342769.03,,353900
-121.31,38.71,18,3998,744,2071,660,4.3836,INLAND,128001,,102000
-117.98,34.04,29,1468,310,1390,276,3.75,<1H OCEAN,179908,,190600
-120.14,36.04,27,2533,518,1371,461,2.9708,INLAND,69377,,60900
-117.96,33.65,23,5379,684,1826,555,7.0151,<1H OCEAN,353789.05,,350600
-121.78,37.34,21,1959,292,891,300,7.375,<1H OCEAN,340024,,338400
-117.81,33.73,17,1063,189,363,183,2.1719,<1H OCEAN,245757.02,,261300
-118.27,34.08,38,2265,801,2899,792,2.5521,<1H OCEAN,164139,,157500
-117.19,32.77,9,634,152,248,133,3.8571,NEAR OCEAN,164856,,143800
-118.28,34.11,46,1156,203,514,213,4.2019,<1H OCEAN,289245,,352100
-122.13,37.66,19,862,167,407,183,4.3456,NEAR BAY,175473,,163000
-117.36,33.97,32,1625,335,1212,327,2.7596,INLAND,91402,,82200
-118.56,34.22,34,1599,294,819,306,4.3194,<1H OCEAN,201518,,197000
-120.21,36.98,21,1667,303,861,276,2.6012,INLAND,90050,,92200
-118.15,33.78,12,4436,1133,2176,1002,3.5812,NEAR OCEAN,217612,,198600
-121.42,38.6,36,1327,209,613,230,3.8672,INLAND,119727,,111400
-118.18,33.77,37,2653,754,1087,698,2.3523,NEAR OCEAN,283998.01,,325000
-117.11,32.69,36,1421,367,1418,355,1.9425,NEAR OCEAN,96448,,93400
-118.42,34.29,34,1489,326,1389,313,3.4821,<1H OCEAN,166290,,160300
-118.74,34.05,19,3487,686,2782,584,7.9184,NEAR OCEAN,474925.74,,500001
-122.44,37.8,52,3149,719,1145,658,4.625,NEAR BAY,482365.79,,500001
-118.34,34.11,40,5485,1242,2034,1133,3.6974,<1H OCEAN,457610.71,,500001
-121.4,38.62,28,3671,886,1733,820,2.2292,INLAND,104611,,113200
-122.14,37.74,52,1071,201,440,192,4.0662,NEAR BAY,206941.01,,204200
-116.16,33.68,12,1230,277,1334,260,2.2679,INLAND,69658,,61400
-121.88,37.34,40,1547,625,1493,543,1.2887,<1H OCEAN,203110,,212500
-117.64,33.62,16,3970,771,1202,734,3.4115,<1H OCEAN,208114.02,,184800
-118.32,34.11,33,5135,1450,2404,1292,3.2462,<1H OCEAN,397040.06,,435700
-117.91,33.87,29,1121,,762,276,2.5,<1H OCEAN,170341.01,,143800
-118.05,33.99,42,2480,401,1085,438,5.193,<1H OCEAN,264478,,263400
-118.42,34.25,37,1545,341,1909,352,3.6791,<1H OCEAN,159376,,148100
-120.77,37.01,28,1689,378,1057,267,3.125,INLAND,137282,,156300
-118.35,34.18,46,1840,379,866,360,3.3056,<1H OCEAN,222829,,230400
-118.3,34.11,25,1590,218,568,206,8.4389,<1H OCEAN,460580.73,,500001
-117.93,33.87,10,1277,488,730,417,1.4803,<1H OCEAN,145171.01,,137500
-117.55,34.25,39,1578,317,872,322,4.555,INLAND,162114.97,,153100
-122.17,37.74,34,1223,281,824,280,2.2917,NEAR BAY,103287,,92500
-117.61,34.09,23,1945,362,1483,383,4.4205,INLAND,136696,,135500
-121.17,38.68,37,1252,267,686,256,3,INLAND,120038,,121900
-122.41,37.61,46,2975,643,1479,577,3.8214,NEAR OCEAN,292938.01,,273600
-118.46,34.3,32,2424,476,2291,419,4.0337,<1H OCEAN,159335,,158500
-122.7,38.35,16,1328,187,607,197,5.0366,<1H OCEAN,253663,,257800
-122.06,37.73,5,3596,467,1738,512,7.0568,NEAR BAY,394856.04,,412500
-121.81,38.45,24,1951,341,1140,338,3.7061,INLAND,134956,,128500
-117.65,34.14,9,3877,490,1815,490,8.4839,INLAND,407455.08,,406700
-122.45,37.72,52,982,197,653,171,4.2167,NEAR BAY,249396,,231900
-121.76,37,21,1416,269,779,200,3.1987,<1H OCEAN,238994,,279800
-122.44,37.66,21,5108,1510,3288,1405,3.1927,NEAR OCEAN,257968,,252600
-117.93,33.83,32,1792,411,1131,381,2.4942,<1H OCEAN,182664,,186300
-118.36,34.19,46,1676,322,846,295,5.1814,<1H OCEAN,237689,,209500
-122.24,37.79,27,1632,492,1171,429,2.3173,NEAR BAY,136610.01,,125000
-116.99,32.8,34,3657,538,1513,562,5.2907,<1H OCEAN,205405.02,,195800
-122.02,36.97,39,2124,661,1365,606,1.6642,NEAR OCEAN,237035,,281300
-117.85,33.78,23,3187,870,1977,852,3.3939,<1H OCEAN,207985,,212100
-122.2,37.96,9,6306,962,2581,911,6.7741,NEAR BAY,327003.03,,310700
-122.38,40.56,23,2281,408,1164,420,3.5347,INLAND,103106,,101200
-117,32.85,24,1888,319,950,319,5.282,<1H OCEAN,173015,,140800
-117.1,32.83,16,1049,154,467,160,6.2047,<1H OCEAN,247712,,248100
-118.18,33.78,36,1697,550,1379,434,1.2746,NEAR OCEAN,130555,,129700
-117.82,33.73,27,1270,258,809,264,5.0162,<1H OCEAN,219151,,223000
-120.46,34.63,48,1408,301,682,279,2.9271,NEAR OCEAN,168292,,146600
-118.73,36.01,14,3263,651,1910,594,2.8603,INLAND,119525,,128900
-119.7,36.83,23,3532,756,1885,758,2.5904,INLAND,77775,,71400
-118.32,34.05,50,1389,364,976,302,1.5882,<1H OCEAN,261547,,327300
-119.1,36.4,31,1533,361,1518,386,1.5608,INLAND,51072,,51700
-118.22,33.83,44,1792,404,1115,358,3.9091,<1H OCEAN,180328,,174400
-118.98,37.65,18,1795,416,483,208,4.5375,INLAND,165132,,169800
-123.02,38.81,45,1717,389,916,367,3.2425,<1H OCEAN,147131,,138800
-122.06,37.38,20,4293,1272,2389,1210,4.2719,NEAR BAY,264087.01,,270800
-122.3,37.88,45,453,146,749,137,1.475,NEAR BAY,161552,,187500
-121.54,39.6,15,886,204,576,205,2.1467,INLAND,84266,,84100
-121.53,38.48,5,27870,5027,11935,4855,4.8811,INLAND,196049,,212200
-118.26,33.95,38,1387,346,1240,355,1.6898,<1H OCEAN,96452,,95100
-117.73,34.12,26,6459,894,2487,885,6.2089,INLAND,254591,,261800
-122,37.36,17,6012,1737,3539,1625,3.8464,<1H OCEAN,237552,,239400
-115.49,32.67,24,1266,275,1083,298,1.4828,INLAND,68459,,73100
-118.28,34.09,49,3828,1197,2862,1009,2.4677,<1H OCEAN,219014,,219200
-118.39,33.86,28,3619,764,1735,789,6.1404,<1H OCEAN,380559.12,,368400
-117.15,34.06,25,3670,644,1815,634,4.0658,INLAND,130063,,127400
-122.29,37.94,20,7578,1426,3637,1362,4.4387,NEAR BAY,203889,,190000
-118.55,34.2,21,2549,651,1624,628,3.6905,<1H OCEAN,197904,,179800
-118.15,33.93,42,1839,346,1034,339,4.9808,<1H OCEAN,225242,,212300
-121.18,37.99,31,2450,559,1459,478,2.4674,INLAND,125416,,130900
-122.24,37.8,52,996,228,731,228,2.2697,NEAR BAY,146252.02,,127000
-116.11,33.64,20,1273,354,1548,355,2.0871,INLAND,77914,,84700
-118.31,34.02,52,1832,441,1186,420,1.2434,<1H OCEAN,119135,,98400
-118.55,33.99,39,2603,456,928,410,7.9096,NEAR OCEAN,496627.94,,500001
-121.34,38.55,11,2838,498,1701,504,4.1447,INLAND,131300,,114000
-121.09,37.33,40,524,112,329,96,1.7188,INLAND,112948,,112500
-118.13,34.01,40,2412,629,2119,600,2.075,<1H OCEAN,147118,,151100
-122.26,38.1,30,3317,1058,1794,990,1.1835,NEAR BAY,167939,,133300
-123.91,41.68,22,1880,360,743,314,2.9688,<1H OCEAN,143631,,152700
-117.91,33.83,32,1855,527,2568,504,2.5509,<1H OCEAN,168496,,170800
-117.28,32.77,38,1267,340,442,250,4.3403,NEAR OCEAN,449861.02,,500000
-118.24,33.92,44,1079,210,601,182,2.2411,<1H OCEAN,110690,,106400
-118.75,34.17,16,2950,387,1228,379,5.3749,NEAR OCEAN,320119.01,,346100
-119.81,36.28,24,544,112,442,106,3.1071,INLAND,69020,,56100
-121.4,39.33,15,2655,493,1200,432,3.5179,INLAND,114143,,107200
-118.04,34.07,52,177,59,269,75,2.3611,<1H OCEAN,165311.03,,131300
-117.71,34.1,52,567,152,2688,126,1.875,INLAND,165853,,212500
-118.18,33.88,42,2326,503,1832,501,3.1713,<1H OCEAN,161291,,161000
-118.36,33.87,22,2114,541,1300,538,3.4208,<1H OCEAN,273664,,290000
-118.05,34.08,25,4909,1422,4983,1293,2.7254,<1H OCEAN,159740,,143500
-121.36,38,17,4535,762,1562,743,5.3224,INLAND,207851,,225800
-117.8,33.74,33,2890,453,1300,452,6.5616,<1H OCEAN,308339.01,,290200
-121.31,37.96,52,2654,468,1157,494,3.226,INLAND,123956,,107600
-117.26,34.53,10,3103,520,1283,464,3.071,INLAND,130568,,151600
-118.31,34.01,48,2544,532,1357,498,2.5263,<1H OCEAN,142771.01,,121000
-117.69,33.64,18,3783,654,1843,623,5.7559,<1H OCEAN,231525,,215800
-122.12,39.91,16,4006,797,2028,752,2.3929,INLAND,83283,,77200
-118.07,33.98,32,3304,714,2032,690,3.2093,<1H OCEAN,179526,,167800
-121.79,37.33,13,2978,505,1794,485,6.6813,<1H OCEAN,305284.08,,277800
-118.08,34.14,52,1282,189,431,187,6.1159,INLAND,422880.06,,470800
-116.97,33.75,22,3740,965,2011,824,1.3039,INLAND,78386,,77500
-121.9,37.45,16,2952,446,1525,460,5.6063,<1H OCEAN,293444,,320500
-120.46,37.31,35,2042,378,953,356,2.7344,INLAND,84995,,87800
-122.41,40.53,28,1127,245,538,208,2.037,INLAND,72888,,72000
-118.42,34.28,29,1271,272,1338,266,4.125,<1H OCEAN,161444,,150000
-122.1,40.05,26,633,129,305,140,2.1827,INLAND,83809,,72700
-118.06,33.98,38,1862,319,975,305,4.7266,<1H OCEAN,192962,,177600
-121.03,39.14,10,3138,524,1275,511,4.0775,INLAND,166706,,164500
-119.71,36.79,34,1891,323,966,355,3.6681,INLAND,84803,,82000
-117.69,34,28,707,154,561,129,2.5781,INLAND,115897,,111600
-122.01,37.59,2,838,295,240,149,2.875,NEAR BAY,215043,,237500
-115.88,32.93,15,208,49,51,20,4.0208,INLAND,72794,,32500
-121.74,39.15,20,2302,412,1205,399,2.8,INLAND,88807,,71200
-117.3,34.13,52,1859,395,968,333,1.2034,INLAND,76390,,79500
-117.95,33.85,13,6963,1426,3892,1375,4.1325,<1H OCEAN,194615,,203500
-122.35,37.93,39,2002,416,1166,395,1.7257,NEAR BAY,96407,,91500
-120.72,37.38,22,1311,319,1455,340,2.2813,INLAND,73275,,67300
-121.09,37.56,32,1717,325,1356,307,2.6705,INLAND,95505,,91900
-120.33,37.97,17,2530,526,1024,496,2.0057,INLAND,111031,,118900
-117.34,33.94,13,7910,,3382,1176,5.5563,INLAND,204301,,214500
-119.91,34.4,24,2001,365,1170,330,6.0992,NEAR OCEAN,301638.06,,268800
-121.59,39.1,24,1107,261,768,205,1.7167,INLAND,57560,,48800
-119.83,36.79,35,1872,363,1054,369,3.3272,INLAND,71487,,65600
-116.92,32.81,23,2668,528,1510,524,3.3669,<1H OCEAN,158949,,158900
-121.93,37.27,35,1855,345,985,329,6.0196,<1H OCEAN,275116.02,,255100
-118.46,34.07,49,2418,301,850,318,14.2867,<1H OCEAN,500001,,500001
-120.98,37.64,45,1913,335,839,333,3.1397,INLAND,114670,,110700
-121.76,37.7,9,3980,736,1705,679,5.7068,INLAND,257263,,256700
-122.06,37.67,22,3882,816,1830,743,4.2733,NEAR BAY,193295,,180700
-122.77,38.33,32,2054,324,843,306,4.5875,<1H OCEAN,270297.01,,290700
-117.21,34.12,32,1677,354,1021,339,3.6853,INLAND,102047,,90900
-117.66,34.14,8,1692,253,857,251,6.9418,INLAND,287870.01,,310500
-120.89,37.21,25,3301,678,994,306,3.2262,INLAND,111297,,97200
-120.4,34.85,26,2384,385,1323,400,4.8185,<1H OCEAN,180061,,157900
-118.33,33.89,42,1816,338,897,306,5.1874,<1H OCEAN,233398.01,,230800
-121.89,37.28,32,4308,717,2002,695,4.1645,<1H OCEAN,260884,,281900
-118.35,33.89,29,2940,708,2175,684,3.6486,<1H OCEAN,240292,,229000
-122.66,38.81,22,852,176,461,142,3.4375,INLAND,107402,,83300
-117.76,33.53,24,2105,346,712,332,10.6349,<1H OCEAN,493140.91,,500001
-117.9,33.74,25,808,163,1066,189,4.7679,<1H OCEAN,173638,,173100
-118.3,33.88,35,3227,749,1881,696,2.8445,<1H OCEAN,231384,,242100
-118.87,35.65,33,1504,325,584,223,3.4792,INLAND,93250,,94600
-119.28,36.35,7,3598,701,2080,678,3.1111,INLAND,86949,,72400
-117.31,32.98,17,2789,648,849,345,4.1012,NEAR OCEAN,290812.13,,244700
-119.83,34.45,24,2168,373,934,366,5.4197,NEAR OCEAN,301476.01,,280900
-121.26,37.98,41,1633,433,885,413,0.9782,INLAND,59827,,54200
-122.3,38.3,44,3690,809,1922,736,2.6346,NEAR BAY,141071,,139800
-118.34,33.88,31,3122,727,1885,715,3.8657,<1H OCEAN,282234,,298400
-117.13,32.8,35,2129,382,1044,350,3.9732,NEAR OCEAN,170883,,174900
-117.5,33.92,31,2529,513,1504,426,2.9821,INLAND,112919,,115600
-118.2,34.02,48,2230,593,2419,598,2.3944,<1H OCEAN,139109,,130700
-118.28,33.99,38,1454,323,1098,297,1.5109,<1H OCEAN,101282,,104000
-121.94,37.83,11,2836,373,959,335,10.5815,INLAND,445021.68,,500001
-122.19,37.8,48,1694,259,610,238,4.744,NEAR BAY,277034.02,,257300
-118.25,33.9,37,2119,442,1372,406,1.9605,<1H OCEAN,105291,,106200
-118.25,33.79,38,1730,460,1724,424,2.7308,NEAR OCEAN,158819,,150400
-121.06,38.88,17,7635,1284,3096,1227,4.2917,INLAND,182361,,184300
-122.19,39.53,34,2679,533,1287,505,2.165,INLAND,64876,,58700
-117.2,32.83,36,1089,240,623,226,2.5909,NEAR OCEAN,176895,,176000
-117.86,33.79,31,3523,922,2660,949,3.1792,<1H OCEAN,159494,,146400
-124.01,40.89,28,1470,336,811,314,2.4559,<1H OCEAN,92742,,75600
-120.2,34.61,15,2958,690,1348,617,3.8582,NEAR OCEAN,227561,,215200
-120.97,37.63,39,2360,607,2047,605,1.7054,INLAND,63170,,58800
-121.62,37.09,37,1593,303,1030,287,3.9306,<1H OCEAN,252024,,260700
-117.17,32.81,26,2424,388,974,375,4.739,NEAR OCEAN,187292,,184100
-117.09,32.76,31,1235,387,816,397,1.5517,NEAR OCEAN,131394.01,,122500
-122.24,37.81,52,1490,238,634,256,6.0302,NEAR BAY,308690,,287300
-121.34,38.58,18,1631,228,599,228,7.8031,INLAND,278232.01,,267200
-118.28,34.03,26,2107,809,2821,572,0.844,<1H OCEAN,308028.03,,350000
-121.88,37.41,23,3224,652,2183,655,4.3807,<1H OCEAN,227410,,226900
-117.11,33.15,14,8374,1407,2916,1295,4.7019,<1H OCEAN,208563.02,,191100
-118.32,33.98,44,1448,314,861,310,2.2396,<1H OCEAN,121702,,108600
-122.05,37.31,25,4601,696,2003,666,8.0727,<1H OCEAN,448890.12,,455500
-122.3,38.28,31,1633,316,944,300,3.3977,NEAR BAY,161445,,158700
-121.43,38.62,36,1765,438,1008,382,2.0639,INLAND,78202,,73000
-123.23,39.77,25,2075,435,991,377,1.2281,INLAND,62735,,60300
-116.95,33.79,20,2399,546,1726,542,1.8845,INLAND,77747,,77700
-121.01,37.7,12,9148,1906,4656,1853,3.2447,INLAND,139835,,142200
-121.2,38.36,14,2634,463,1402,432,3.8897,INLAND,164546,,175700
-118.15,33.92,40,1335,281,804,282,4.3194,<1H OCEAN,198103,,198400
-122.08,37.39,44,1498,430,848,400,2.8438,NEAR BAY,292952,,307100
-121.24,37.96,37,1175,260,951,267,2.875,INLAND,76350,,57700
-118.02,33.77,33,2683,436,1520,456,5.0091,<1H OCEAN,226830,,211500
-121.3,38.14,17,3507,696,1867,709,3.2123,INLAND,123287,,120700
-118.27,33.99,30,504,140,529,123,1.9531,<1H OCEAN,113369,,100000
-119.95,37.47,32,1312,315,600,265,1.5,INLAND,84440,,91500
-122.04,38.25,52,582,131,241,106,2.4,INLAND,122201,,125000
-121.84,37.4,25,1866,271,840,275,6.8677,<1H OCEAN,307711.02,,288500
-117.91,33.87,52,2031,506,1191,463,2.9076,<1H OCEAN,194781.02,,177300
-117.94,33.88,35,1694,296,679,282,4.3333,<1H OCEAN,234419,,239300
-119.01,35.44,20,3458,651,1465,621,2.5806,INLAND,85207,,82500
-121.44,39.5,26,1652,325,790,292,3.0446,INLAND,92978,,90800
-122.25,40.15,15,1677,346,858,327,2.4375,INLAND,67792,,59200
-118.16,33.84,36,2444,432,1199,424,4.1538,<1H OCEAN,217389,,218800
-118.3,33.89,37,2132,565,1369,565,3.285,<1H OCEAN,216242,,218100
-117.66,33.46,26,2073,370,952,340,5.0877,<1H OCEAN,294176.03,,288100
-118.32,34.11,42,2462,543,857,482,4.0833,<1H OCEAN,409893.04,,434400
-122.68,38.44,36,1311,259,648,268,3.4545,<1H OCEAN,173894,,161200
-121.84,39.73,52,957,263,513,223,1.3672,INLAND,60828,,55000
-121.26,37.93,33,2109,531,2248,588,1.4583,INLAND,57809,,53000
-118.19,34.05,46,1051,302,1435,305,1.6667,<1H OCEAN,130466,,133600
-117.74,34.07,42,2504,553,1550,509,3.0294,INLAND,138279,,135700
-121.62,39.15,23,1984,528,1043,452,1.9375,INLAND,73980,,65300
-118.92,35.38,33,3122,579,1733,545,3.8307,INLAND,78135,,70600
-122.72,38.42,26,1168,253,937,248,1.9458,<1H OCEAN,141230,,146000
-122.01,38.25,16,1081,181,792,184,4.6779,INLAND,154263,,131300
-118.18,33.83,39,3622,745,1330,648,3.3125,NEAR OCEAN,359362.01,,425500
-119.78,34.45,23,2077,306,705,256,6.4744,NEAR OCEAN,448002.69,,500001
-118.29,34.09,35,2624,1116,3548,1008,2.0132,<1H OCEAN,201686,,198400
-122.47,37.78,52,2042,378,1153,408,4.1856,NEAR BAY,409364,,404700
-122.36,37.94,26,1540,343,1007,338,1.3365,NEAR BAY,90663,,72900
-117.68,33.51,19,2930,428,1481,430,6.323,<1H OCEAN,405459.03,,480800
-117.61,33.42,31,3959,856,1919,775,4.0313,NEAR OCEAN,301162.08,,282000
-121.9,37.67,15,2130,273,876,285,7.2639,<1H OCEAN,331077,,332400
-118.14,33.77,51,2812,621,1171,566,3.875,NEAR OCEAN,337493.04,,342900
-122.42,37.77,52,1176,493,1136,436,1.375,NEAR BAY,266888,,312500
-118.12,34,31,3281,768,2385,733,2.7308,<1H OCEAN,172428,,173800
-121.43,38.58,35,5298,954,1933,918,3.9167,INLAND,151202,,155700
-118.17,33.96,25,3297,1066,5027,1041,2.2817,<1H OCEAN,164025,,164200
-122.13,37.72,26,2862,394,1030,397,7.912,NEAR BAY,391570.15,,367300
-118.3,33.97,42,944,200,567,190,2.6311,<1H OCEAN,137698,,124100
-121.87,37.41,24,3308,548,1891,544,5.6683,<1H OCEAN,248396,,248700
-123.36,39.01,35,1551,321,857,288,2.7232,<1H OCEAN,116306,,115400
-122.41,37.8,52,3260,1535,3260,1457,0.9,NEAR BAY,434911.68,,500001
-121.99,36.99,29,3119,507,1476,487,5.8123,NEAR OCEAN,309342.02,,281500
-119.05,35.42,35,2353,483,1368,455,2.325,INLAND,65242,,63200
-116.9,34.25,16,3018,523,556,244,3.5288,INLAND,162675.99,,189700
-118.35,33.99,48,2741,439,1115,459,5.0514,<1H OCEAN,287372.03,,269100
-122.04,36.95,36,1862,364,1080,364,4.4567,NEAR OCEAN,273475,,263800
-122.01,36.95,52,1217,325,508,237,2.0547,NEAR OCEAN,262804,,326700
-122.02,37.95,25,1205,260,608,272,2.4519,NEAR BAY,172380,,208300
-118.05,33.87,18,4928,773,2952,754,5.8855,<1H OCEAN,302361,,313800
-116.93,32.79,19,3354,,1948,682,3.0192,<1H OCEAN,151959,,142300
-117.22,34.12,30,2512,597,1390,523,2.3725,INLAND,80456,,77200
-119.83,36.79,24,3505,819,2098,774,1.9575,INLAND,67314,,67000
-118.28,33.96,34,2074,562,1913,514,1.6156,<1H OCEAN,104091,,102100
-119.71,36.82,12,2144,568,1320,566,2.3381,INLAND,98687,,112500
-118.27,33.96,38,977,295,1073,292,1.0208,<1H OCEAN,92502,,86400
-118.26,33.89,36,2230,417,1395,381,2.8493,<1H OCEAN,125568,,109600
-122.48,37.74,52,2166,423,1072,370,4.131,NEAR OCEAN,315746,,314300
-118.08,34.12,34,2921,641,1541,562,3.6827,<1H OCEAN,245231,,264100
-118,33.81,13,2782,605,1749,628,4.1276,<1H OCEAN,166847,,153800
-118.2,33.98,43,1091,320,1418,316,2.1522,<1H OCEAN,153915,,159400
-118.3,34.01,52,1908,428,1271,394,2.5885,<1H OCEAN,158703.02,,136200
-122.44,37.76,38,2202,452,833,435,6.8939,NEAR BAY,442357.1,,455900
-117.94,33.62,28,1765,390,832,349,6.5928,<1H OCEAN,412478.05,,439100
-121.48,38.53,43,1378,280,708,280,2.3542,INLAND,95818,,103900
-117.32,34.1,27,2053,461,1737,463,3.1213,INLAND,90296,,78800
-122.1,37.89,21,3282,653,1398,601,5.2079,NEAR BAY,294802.04,,310300
-117.97,33.92,24,2017,416,900,436,3,<1H OCEAN,222486,,251400
-118.3,34.06,21,3960,1490,3468,1335,1.8214,<1H OCEAN,383437.02,,475000
-117.91,33.72,32,2436,504,2839,516,4.5607,<1H OCEAN,192451.01,,182100
-118.33,34.04,33,1806,444,1161,393,2.5927,<1H OCEAN,165535.01,,161500
-121.47,38.55,52,1384,295,561,244,2.0242,INLAND,89796,,94600
-117.82,33.68,3,3068,494,1357,486,7.9187,<1H OCEAN,364174.09,,333600
-117.94,33.82,29,1422,409,1057,390,2.3347,<1H OCEAN,194552,,208100
-122.28,37.86,52,938,195,393,189,3.8594,NEAR BAY,192784,,196400
-117.64,33.45,27,334,56,130,46,4.875,NEAR OCEAN,280993.07,,284100
-122.13,39,23,3832,774,2435,747,2.2754,INLAND,72633,,59200
-118.44,34.2,28,1732,435,1198,417,2.9219,<1H OCEAN,226498,,241300
-119.58,36.77,19,3225,548,1760,542,4.0227,INLAND,115131,,126500
-118.28,33.99,37,1971,513,1673,464,1.4625,<1H OCEAN,101898,,103000
-121.4,38.55,26,2697,398,1088,389,5,INLAND,150593,,142500
-118.21,33.84,28,822,205,627,192,3.4583,<1H OCEAN,169819,,166300
-119.01,35.36,38,1838,388,1203,373,1.6797,INLAND,58402,,60700
-117.63,34.02,13,4864,729,2780,723,5.6168,INLAND,193199,,175400
-118.18,33.77,36,1833,688,1128,620,1.1483,NEAR OCEAN,143082,,112500
-118.32,34.02,51,2010,460,1355,433,2.0304,<1H OCEAN,135001,,133400
-121.49,38.53,42,1468,281,571,271,3.3906,INLAND,124030,,124200
-120.39,38,33,2177,404,891,383,3.212,INLAND,106447,,105200
-118.21,34.05,26,745,258,694,236,1.3846,<1H OCEAN,147973.02,,129200
-118.22,33.94,42,1046,287,1218,289,2.6538,<1H OCEAN,143367,,143400
-118.19,33.91,33,915,225,826,212,2.7708,<1H OCEAN,127503,,117400
-118.41,34.01,26,2503,449,1218,426,5.3683,<1H OCEAN,456746.78,,500001
-118.12,34.14,25,3420,977,1718,947,3.1033,<1H OCEAN,214863,,217900
-122.34,37.57,28,3751,949,1691,846,3.9728,NEAR OCEAN,311377,,300000
-122.53,38.32,22,3577,,1371,501,5.795,<1H OCEAN,321411.02,,332300
-121.62,36.43,20,1335,290,717,243,4.7891,<1H OCEAN,224351,,230600
-117.87,33.72,37,2216,497,2445,506,3.8421,<1H OCEAN,187829,,174000
-120.69,35.52,26,2758,571,1291,522,2.925,<1H OCEAN,179545,,181400
-121.87,37.66,27,1569,242,583,214,5.7519,INLAND,268256,,278500
-117.73,33.51,5,4549,786,1238,632,6.1785,<1H OCEAN,300457.07,,295900
-121.99,37.33,35,1802,291,841,315,4.8365,<1H OCEAN,288580,,313900
-122.01,37.06,19,4113,767,2006,732,5.1121,NEAR OCEAN,306357.01,,308100
-119.64,37.61,30,2857,661,291,135,2.6838,INLAND,145108,,164600
-117.23,32.75,23,2415,653,1275,596,3.1389,NEAR OCEAN,160979.02,,101800
-117.16,32.89,5,8576,1952,5006,1827,4.3598,<1H OCEAN,196408.02,,189100
-117.98,33.76,24,1880,405,967,418,4.4545,<1H OCEAN,208272,,192500
-118.07,34.11,47,832,194,419,156,3.1576,<1H OCEAN,210740,,225000
-122.45,37.78,45,2747,699,1320,693,3.1576,NEAR BAY,327093,,333300
-122.22,38.08,37,2811,,1574,516,3.1053,NEAR BAY,111930,,96700
-118.25,34,32,1218,342,1292,304,1.5781,<1H OCEAN,106298,,102900
-121.96,36.99,23,3209,748,1423,666,2.7375,NEAR OCEAN,242659.01,,238000
-118.28,34.25,35,2045,450,1166,407,3.5214,<1H OCEAN,196151,,197600
-118.38,34.3,39,1622,355,903,314,4.1125,<1H OCEAN,194010,,183000
-118.37,34.08,22,3008,938,1224,816,3.2149,<1H OCEAN,328414.06,,300000
-121.33,38.7,15,2226,421,1004,417,2.7868,INLAND,114275,,117800
-118.08,34.14,42,2690,589,1149,535,3.88,INLAND,266658,,281100
-122.26,38.16,23,2840,491,1586,466,4.0337,NEAR BAY,144488,,130400
-118.43,34.29,50,1181,265,1196,269,3.2095,<1H OCEAN,166111,,167000
-122.44,37.76,30,5089,1210,1935,1139,4.6053,NEAR BAY,348080.02,,386100
-120.86,37.77,28,1208,232,535,232,2.3523,INLAND,97525,,94700
